game_key,person_key,slot,hit,lineup_position,age,yoe,weight,height,bmi,bats,throws,b_prev_ba_scaled,b_career_ba_scaled,p_age,p_weight,p_height,p_bmi,p_throws
ATL201907060,puelc001,2,1,top,28,2,220,74,0.3363636364,R,R,0,20.59,25,190,76,0.4,L
ARI201905120,kellc002,8,1,bottom,24,3,210,74,0.3523809524,R,R,11.428571429,15.38,25,190,76,0.4,L
ARI201905120,florw001,6,0,mid,27,6,213,74,0.3474178404,R,R,26.683937824,26.15,25,190,76,0.4,L
ARI201905120,perad001,4,1,mid,31,5,220,73,0.3318181818,L,L,29.285714286,29.26,25,190,76,0.4,L
ARI201905120,escoe001,3,1,top,30,8,185,70,0.3783783784,B,R,27.208480565,25.71,25,190,76,0.4,L
ARI201905120,walkc002,5,1,mid,28,5,210,72,0.3428571429,R,R,16.326530612,17.05,25,190,76,0.4,L
ARI201905120,martk001,2,1,top,25,4,210,73,0.3476190476,B,R,25.961538462,26.30,25,190,76,0.4,L
ATL201908130,alonp001,3,1,top,24,0,245,75,0.306122449,R,R,0,,25,190,76,0.4,L
ARI201905120,jonea003,1,1,top,33,13,215,74,0.3441860465,R,R,28.103448276,27.79,25,190,76,0.4,L
CHN201906250,schwk001,1,1,top,26,4,225,72,0.32,L,R,23.831775701,22.84,25,190,76,0.4,L
ATL201909050,suzuk001,6,0,mid,35,12,210,71,0.3380952381,R,R,27.089337176,25.82,25,190,76,0.4,L
ATL201908180,negrk001,8,0,bottom,33,7,190,72,0.3789473684,R,R,21.875,21.48,25,190,76,0.4,L
MIA201906090,pradm001,6,1,mid,35,13,215,72,0.3348837209,R,R,24.365482234,28.96,25,190,76,0.4,L
ATL201906190,rosaa003,7,1,bottom,23,2,190,74,0.3894736842,R,R,25.631768953,25.45,25,190,76,0.4,L
ATL201906190,lagaj001,8,0,bottom,30,6,219,74,0.3378995434,R,R,33.898305085,26.03,25,190,76,0.4,L
ATL201908180,turnj001,2,1,top,34,10,202,71,0.3514851485,R,R,31.232876712,29.18,25,190,76,0.4,L
ATL201906190,frazt001,5,1,mid,33,8,220,75,0.3409090909,R,R,21.323529412,24.17,25,190,76,0.4,L
ATL201908300,jimee001,5,1,mid,22,0,235,76,0.3234042553,R,R,0,,25,190,76,0.4,L
ATL201906140,kings001,6,1,mid,25,1,180,70,0.3888888889,R,R,22.566371681,22.57,25,190,76,0.4,L
ATL201906140,harpb003,2,1,top,26,7,210,75,0.3571428571,L,R,24.909090909,27.89,25,190,76,0.4,L
ATL201906140,hoskr001,4,1,mid,26,2,245,76,0.3102040816,R,R,24.551971326,24.86,25,190,76,0.4,L
ATL201906140,rodrs002,7,1,bottom,34,11,199,72,0.3618090452,R,R,16.666666667,22.60,25,190,76,0.4,L
ATL201908300,garcl004,1,1,top,28,6,185,68,0.3675675676,B,R,27.131782946,24.13,25,190,76,0.4,L
PIT201906040,fraza001,8,0,bottom,27,3,185,70,0.3783783784,L,R,27.672955975,28.05,25,190,76,0.4,L
NYN201908240,rosaa003,1,1,top,23,2,190,74,0.3894736842,R,R,25.631768953,25.45,25,190,76,0.4,L
NYN201908240,davij006,6,0,mid,26,2,218,75,0.3440366972,R,R,17.475728155,19.39,25,190,76,0.4,L
PIT201906040,diaze005,5,1,mid,28,4,223,73,0.3273542601,R,R,28.571428571,25.56,25,190,76,0.4,L
ATL201908130,lagaj001,8,1,bottom,30,6,219,74,0.3378995434,R,R,33.898305085,26.03,25,190,76,0.4,L
ATL201904040,baezj001,4,1,mid,26,5,190,72,0.3789473684,R,R,29.04290429,26.72,25,190,76,0.4,L
ATL201904040,schwk001,7,0,bottom,26,4,225,72,0.32,L,R,23.831775701,22.84,25,190,76,0.4,L
ATL201906140,realj001,3,1,top,28,5,212,73,0.3443396226,R,R,27.672955975,27.92,25,190,76,0.4,L
NYN201906300,rosaa003,6,1,mid,23,2,190,74,0.3894736842,R,R,25.631768953,25.45,25,190,76,0.4,L
NYN201906300,lagaj001,8,0,bottom,30,6,219,74,0.3378995434,R,R,33.898305085,26.03,25,190,76,0.4,L
LAN201905070,muncm001,6,1,mid,28,4,215,72,0.3348837209,L,R,26.329113924,23.93,25,190,76,0.4,L
ATL201905280,roblv001,8,1,bottom,22,2,205,72,0.3512195122,R,R,28.813559322,27.71,25,190,76,0.4,L
ATL201905280,turnt001,1,1,top,25,4,185,74,0.4,R,R,27.108433735,28.88,25,190,76,0.4,L
ATL201905280,eatoa002,2,0,top,30,7,176,69,0.3920454545,L,L,30.094043887,28.66,25,190,76,0.4,L
ATL201905280,suzuk001,6,1,mid,35,12,210,71,0.3380952381,R,R,27.089337176,25.82,25,190,76,0.4,L
ATL201905280,kendh001,5,1,mid,35,13,225,71,0.3155555556,R,R,30.263157895,29.09,25,190,76,0.4,L
ATL201905280,dozib001,7,0,bottom,32,7,200,71,0.355,R,R,21.518987342,24.56,25,190,76,0.4,L
ATL201909210,davij008,7,0,bottom,25,0,205,71,0.3463414634,R,R,0,,25,190,76,0.4,L
ATL201908130,davij006,4,1,mid,26,2,218,75,0.3440366972,R,R,17.475728155,19.39,25,190,76,0.4,L
ATL201909050,roblv001,2,1,top,22,2,205,72,0.3512195122,R,R,28.813559322,27.71,25,190,76,0.4,L
ATL201905170,arcio002,8,1,bottom,24,3,187,72,0.385026738,R,R,23.563218391,25.21,25,190,76,0.4,L
ATL201905170,braur002,3,1,top,35,12,205,74,0.3609756098,R,R,25.432098765,29.86,25,190,76,0.4,L
LAN201905070,turnj001,2,1,top,34,10,202,71,0.3514851485,R,R,31.232876712,29.18,25,190,76,0.4,L
ATL201905170,pereh001,6,1,mid,28,7,213,73,0.3427230047,R,R,25.316455696,25.60,25,190,76,0.4,L
COL201904090,woltt001,8,1,bottom,26,3,207,70,0.3381642512,L,R,17.032967033,22.56,25,190,76,0.4,L
COL201904090,fuenj001,6,0,mid,26,0,209,74,0.3540669856,R,R,0,,25,190,76,0.4,L
ATL201905170,grany001,5,0,mid,30,7,230,74,0.3217391304,B,R,24.090909091,23.99,25,190,76,0.4,L
COL201904090,hampg001,7,1,bottom,24,1,196,71,0.362244898,R,R,27.5,27.50,25,190,76,0.4,L
COL201904090,tapir001,2,1,top,25,3,175,75,0.4285714286,L,L,20,27.35,25,190,76,0.4,L
COL201904090,stort001,4,0,mid,26,3,213,74,0.3474178404,R,R,29.096989967,26.82,25,190,76,0.4,L
COL201904090,dazay001,1,0,top,25,0,207,74,0.3574879227,R,R,0,,25,190,76,0.4,L
ATL201905170,hiurk001,7,1,bottom,22,0,202,72,0.3564356436,R,R,0,,25,190,76,0.4,L
ATL201905170,cainl001,1,1,top,33,9,214,74,0.3457943925,R,R,30.797773655,29.29,25,190,76,0.4,L
LAN201905070,herne001,1,0,top,27,5,190,71,0.3736842105,R,R,25.621890547,24.23,25,190,76,0.4,L
LAN201905070,taylc001,5,0,mid,28,5,196,73,0.3724489796,R,R,25.373134328,26.25,25,190,76,0.4,L
PHI201907270,franm004,6,1,mid,26,5,225,73,0.3244444444,R,R,27.020785219,25.24,25,190,76,0.4,L
ATL201906190,davij006,4,1,mid,26,2,218,75,0.3440366972,R,R,17.475728155,19.39,25,190,76,0.4,L
PHI201907270,kings001,1,1,top,25,1,180,70,0.3888888889,R,R,22.566371681,22.57,25,190,76,0.4,L
MIA201906090,coopg002,2,1,top,28,2,235,77,0.3276595745,R,R,21.212121212,27.63,25,190,76,0.4,L
ATL201906140,seguj002,1,1,top,29,7,220,70,0.3181818182,R,R,30.375426621,28.66,25,190,76,0.4,L
PHI201907270,seguj002,2,1,top,29,7,220,70,0.3181818182,R,R,30.375426621,28.66,25,190,76,0.4,L
PHI201907270,harpb003,3,0,top,26,7,210,75,0.3571428571,L,R,24.909090909,27.89,25,190,76,0.4,L
ATL201905010,machm001,3,1,top,26,7,218,75,0.3440366972,R,R,29.746835443,28.23,25,190,76,0.4,L
ATL201905010,kinsi001,8,1,bottom,36,13,200,72,0.36,R,R,24.024640657,27.12,25,190,76,0.4,L
ATL201905010,mejif001,7,1,bottom,23,2,188,68,0.3617021277,B,R,17.857142857,17.39,25,190,76,0.4,L
ATL201905010,myerw001,1,0,top,28,6,207,75,0.3623188406,R,R,25.320512821,25.35,25,190,76,0.4,L
ATL201905010,renfh001,4,0,mid,27,3,230,73,0.3173913043,R,R,24.813895782,24.46,25,190,76,0.4,L
ATL201905010,reyef001,2,1,top,23,1,265,77,0.2905660377,R,R,27.969348659,27.97,25,190,76,0.4,L
MIA201906090,deana001,1,1,top,25,1,215,72,0.3348837209,R,R,22.123893805,22.12,25,190,76,0.4,L
ATL201907060,alfaj002,6,1,mid,26,3,230,75,0.3260869565,R,R,26.162790698,26.98,25,190,76,0.4,L
ATL201908300,abrej003,3,1,top,32,5,250,75,0.3,R,R,26.452905812,29.45,25,190,76,0.4,L
ATL201906140,brucj001,5,1,mid,32,11,230,75,0.3260869565,L,L,22.257053292,24.71,25,190,76,0.4,L
ATL201907060,ramih004,7,1,bottom,24,0,232,70,0.3017241379,R,R,0,,25,190,76,0.4,L
ATL201907060,coopg002,3,1,top,28,2,235,77,0.3276595745,R,R,21.212121212,27.63,25,190,76,0.4,L
PIT201906040,osunj001,6,1,mid,26,2,235,74,0.314893617,R,R,22.641509434,23.05,25,190,76,0.4,L
MIL201907150,aguij001,6,0,mid,29,5,277,75,0.2707581227,R,R,27.43902439,26.42,25,190,76,0.4,L
ATL201904260,blacc001,1,1,top,32,8,221,75,0.3393665158,L,L,29.073482428,30.24,25,190,76,0.4,L
ATL201904260,buted001,8,1,bottom,35,9,212,73,0.3443396226,R,R,19.018404908,20.11,25,190,76,0.4,L
ATL201904260,arenn001,3,1,top,28,6,215,74,0.3441860465,R,R,29.661016949,29.12,25,190,76,0.4,L
ATL201904260,desmi001,6,1,mid,33,10,217,75,0.3456221198,R,R,23.603603604,26.39,25,190,76,0.4,L
ATL201907060,casts001,4,1,mid,29,9,220,74,0.3363636364,R,R,27.824620573,28.13,25,190,76,0.4,L
ATL201904260,dahld001,5,1,mid,25,3,197,74,0.3756345178,L,R,27.309236948,29.30,25,190,76,0.4,L
ATL201904260,mcmar001,7,1,bottom,24,2,219,74,0.3378995434,L,R,23.20441989,22.50,25,190,76,0.4,L
MIL201907150,grany001,4,0,mid,30,7,230,74,0.3217391304,B,R,24.090909091,23.99,25,190,76,0.4,L
MIL201907150,cainl001,1,0,top,33,9,214,74,0.3457943925,R,R,30.797773655,29.29,25,190,76,0.4,L
MIL201907150,braur002,3,1,top,35,12,205,74,0.3609756098,R,R,25.432098765,29.86,25,190,76,0.4,L
ATL201907060,rojam002,1,1,top,30,5,188,72,0.3829787234,R,R,25.204918033,25.46,25,190,76,0.4,L
ATL201904160,florw001,6,1,mid,27,6,213,74,0.3474178404,R,R,26.683937824,26.15,25,190,76,0.4,L
ATL201904160,walkc002,5,1,mid,28,5,210,72,0.3428571429,R,R,16.326530612,17.05,25,190,76,0.4,L
ATL201904160,ahmen001,7,1,bottom,29,5,200,74,0.37,R,R,23.449612403,22.91,25,190,76,0.4,L
ATL201904160,jonea003,1,1,top,33,13,215,74,0.3441860465,R,R,28.103448276,27.79,25,190,76,0.4,L
ATL201904160,martk001,2,0,top,25,4,210,73,0.3476190476,B,R,25.961538462,26.30,25,190,76,0.4,L
ATL201904160,perad001,4,1,mid,31,5,220,73,0.3318181818,L,L,29.285714286,29.26,25,190,76,0.4,L
ATL201909050,kendh001,5,0,mid,36,13,225,71,0.3155555556,R,R,30.263157895,29.09,25,190,76,0.4,L
ATL201904160,escoe001,3,1,top,30,8,185,70,0.3783783784,B,R,27.208480565,25.71,25,190,76,0.4,L
MIL201907150,yelic001,2,1,top,27,6,195,75,0.3846153846,L,R,32.578397213,29.69,25,190,76,0.4,L
PIT201906040,tuckc001,7,1,bottom,22,0,205,75,0.3658536585,B,R,0,,25,190,76,0.4,L
PIT201906040,marts002,3,1,top,30,7,195,73,0.3743589744,R,R,27.728085868,28.57,25,190,76,0.4,L
WAS201909150,roblv001,7,1,bottom,22,2,205,72,0.3512195122,R,R,28.813559322,27.71,25,190,76,0.4,L
MIN201908070,rosae001,4,1,mid,27,4,180,73,0.4055555556,L,R,28.801431127,28.00,25,190,76,0.4,L
MIN201908070,schoj001,9,1,bottom,27,6,225,73,0.3244444444,R,R,23.255813953,25.76,25,190,76,0.4,L
MIN201908070,cronc002,7,1,bottom,29,5,235,76,0.3234042553,R,R,25.349301397,25.98,25,190,76,0.4,L
MIN201908070,sanom001,5,1,mid,26,4,272,76,0.2794117647,R,R,19.92481203,24.40,25,190,76,0.4,L
MIN201908070,polaj001,2,0,top,26,5,208,71,0.3413461538,B,R,28.80794702,27.21,25,190,76,0.4,L
MIN201908070,gonzm002,6,1,mid,30,7,205,73,0.356097561,B,R,24.744376278,26.36,25,190,76,0.4,L
MIN201908070,garvm001,1,1,top,28,2,220,73,0.3318181818,R,R,26.821192053,25.86,25,190,76,0.4,L
MIN201908070,cavej001,8,1,bottom,26,1,200,72,0.36,L,L,26.501766784,26.50,25,190,76,0.4,L
ATL201906190,alonp001,2,0,top,24,0,245,75,0.306122449,R,R,0,,25,190,76,0.4,L
ATL201906190,confm001,3,1,top,26,4,215,73,0.3395348837,L,R,24.309392265,25.11,25,190,76,0.4,L
ATL201905010,hosme001,5,0,mid,29,8,226,76,0.3362831858,L,L,25.28548124,27.95,25,190,76,0.4,L
ATL201904040,bryak001,2,1,top,27,4,230,77,0.3347826087,R,R,27.249357326,28.48,25,190,76,0.4,L
ATL201904040,boted002,6,0,mid,25,1,205,73,0.356097561,R,R,23.913043478,23.91,25,190,76,0.4,L
ATL201904040,almoa002,1,0,top,24,3,190,74,0.3894736842,R,R,28.603603604,28.89,25,190,76,0.4,L
ATL201904040,rizza001,3,1,top,29,8,240,75,0.3125,L,L,28.268551237,27.01,25,190,76,0.4,L
ATL201904040,contw001,5,0,mid,26,3,225,73,0.3244444444,R,R,24.894514768,26.56,25,190,76,0.4,L
ATL201904040,zagum002,9,1,bottom,26,2,215,72,0.3348837209,R,R,40,10.53,25,190,76,0.4,L
CLE201904210,ramij003,3,0,top,26,6,190,69,0.3631578947,B,R,26.989619377,28.49,25,190,76,0.4,L
CLE201904210,perer003,7,1,bottom,30,5,220,71,0.3227272727,R,R,16.759776536,20.54,25,190,76,0.4,L
CLE201904210,gonzc001,5,1,mid,33,11,220,73,0.3318181818,L,L,27.645788337,28.70,25,190,76,0.4,L
CLE201904210,santc002,4,0,mid,33,9,210,71,0.3380952381,B,R,22.857142857,24.66,25,190,76,0.4,L
CLE201904210,kipnj001,6,1,mid,32,8,200,71,0.355,L,R,23.018867925,26.30,25,190,76,0.4,L
CLE201904210,martl004,2,1,top,31,8,200,74,0.37,L,R,25.471698113,24.83,25,190,76,0.4,L
CLE201904210,lindf001,1,1,top,25,4,190,71,0.3736842105,B,R,27.685325265,28.84,25,190,76,0.4,L
CLE201904210,bauej001,8,1,bottom,23,1,195,73,0.3743589744,L,L,20.123839009,20.12,25,190,76,0.4,L
CLE201904210,naqut001,9,0,bottom,27,3,195,74,0.3794871795,L,R,26.436781609,28.01,25,190,76,0.4,L
ATL201906190,mcnej002,1,1,top,27,1,195,73,0.3743589744,L,R,32.888888889,32.89,25,190,76,0.4,L
WAS201909150,turnt001,1,1,top,26,4,185,74,0.4,R,R,27.108433735,28.88,25,190,76,0.4,L
WAS201909150,eatoa002,2,0,top,30,7,176,69,0.3920454545,L,L,30.094043887,28.66,25,190,76,0.4,L
WAS201909150,dozib001,6,0,mid,32,7,200,71,0.355,R,R,21.518987342,24.56,25,190,76,0.4,L
WAS201909150,gomey001,8,1,bottom,32,7,215,74,0.3441860465,R,R,26.550868486,24.75,25,190,76,0.4,L
WAS201909150,kendh001,5,1,mid,36,13,225,71,0.3155555556,R,R,30.263157895,29.09,25,190,76,0.4,L
MIL201907150,hiurk001,7,1,bottom,22,0,202,72,0.3564356436,R,R,0,,25,190,76,0.4,L
MIL201907150,arcio002,8,0,bottom,24,3,187,72,0.385026738,R,R,23.563218391,25.21,25,190,76,0.4,L
MIL201907150,mousm001,5,1,mid,30,8,225,72,0.32,L,R,25.130890052,25.15,25,190,76,0.4,L
ATL201908300,moncy001,4,0,mid,24,3,225,74,0.3288888889,B,R,23.529411765,23.37,25,190,76,0.4,L
NYN201908240,alonp001,3,1,top,24,0,245,75,0.306122449,R,R,0,,25,190,76,0.4,L
ATL201905170,yelic001,2,0,top,27,6,195,75,0.3846153846,L,R,32.578397213,29.69,25,190,76,0.4,L
ATL201909210,rickj001,6,1,mid,28,3,192,72,0.375,R,L,24.41314554,25.17,25,190,76,0.4,L
CHN201906250,almoa002,9,1,bottom,25,3,190,74,0.3894736842,R,R,28.603603604,28.89,25,190,76,0.4,L
WAS201909150,renda001,3,1,top,29,6,200,73,0.365,R,R,30.812854442,28.48,25,190,76,0.4,L
CHN201906250,baezj001,4,1,mid,26,5,190,72,0.3789473684,R,R,29.04290429,26.72,25,190,76,0.4,L
ATL201909210,pillk001,5,1,mid,30,6,200,72,0.36,R,R,25.1953125,26.11,25,190,76,0.4,L
ATL201904260,stort001,2,1,top,26,3,213,74,0.3474178404,R,R,29.096989967,26.82,25,190,76,0.4,L
ATL201904260,murpd006,4,1,mid,34,11,223,73,0.3273542601,L,R,29.87804878,29.93,25,190,76,0.4,L
PHI201907270,hoskr001,4,0,mid,26,2,245,76,0.3102040816,R,R,24.551971326,24.86,25,190,76,0.4,L
LAN201905070,bellc002,3,1,top,23,2,203,76,0.3743842365,L,L,26.032315978,26.33,25,190,76,0.4,L
LAN201905070,verda001,8,1,bottom,22,2,192,72,0.375,L,L,25.974025974,24.00,25,190,76,0.4,L
SFN201905220,poseb001,4,1,mid,32,10,213,73,0.3427230047,R,R,28.391959799,30.60,25,190,76,0.4,L
CHN201906250,bryak001,2,0,top,27,4,230,77,0.3347826087,R,R,27.249357326,28.48,25,190,76,0.4,L
CHN201906250,russa002,7,0,bottom,25,4,200,72,0.36,R,R,25,24.21,25,190,76,0.4,L
CHN201906250,rizza001,3,0,top,29,8,240,75,0.3125,L,L,28.268551237,27.01,25,190,76,0.4,L
CHN201906250,boted002,6,0,mid,26,1,205,73,0.356097561,R,R,23.913043478,23.91,25,190,76,0.4,L
ATL201909050,turnt001,1,0,top,26,4,185,74,0.4,R,R,27.108433735,28.88,25,190,76,0.4,L
SFN201905220,longe001,3,1,top,33,11,213,73,0.3427230047,R,R,24.375,26.78,25,190,76,0.4,L
SFN201905220,crawb001,6,0,mid,32,8,223,73,0.3273542601,L,R,25.423728814,25.23,25,190,76,0.4,L
SFN201905220,austt001,2,1,top,27,3,220,74,0.3363636364,R,R,22.950819672,23.16,25,190,76,0.4,L
SFN201905220,duggs001,8,0,bottom,25,1,187,73,0.3903743316,L,R,25.531914894,25.53,25,190,76,0.4,L
NYN201908240,panij002,2,1,top,28,5,205,73,0.356097561,L,R,25.418994413,27.72,25,190,76,0.4,L
PHI201909100,seguj002,1,0,top,29,7,220,70,0.3181818182,R,R,30.375426621,28.66,25,190,76,0.4,L
NYN201908240,ramow001,5,1,mid,32,9,245,73,0.2979591837,R,R,30.628272251,27.33,25,190,76,0.4,L
ATL201906190,ramow001,6,1,mid,31,9,245,73,0.2979591837,R,R,30.628272251,27.33,25,190,76,0.4,L
PHI201909100,hernc005,7,0,bottom,29,6,195,70,0.358974359,B,R,25.289256198,27.62,25,190,76,0.4,L
MIA201906090,rojam002,7,1,bottom,30,5,188,72,0.3829787234,R,R,25.204918033,25.46,25,190,76,0.4,L
MIA201906090,ramih004,5,1,mid,24,0,232,70,0.3017241379,R,R,0,,25,190,76,0.4,L
ATL201905010,frant002,6,0,mid,24,0,217,71,0.3271889401,R,R,0,,25,190,76,0.4,L
SFN201905220,solad001,1,0,top,31,7,210,68,0.3238095238,R,R,0,25.66,25,190,76,0.4,L
NYN201908240,confm001,4,1,mid,26,4,215,73,0.3395348837,L,R,24.309392265,25.11,25,190,76,0.4,L
NYN201908240,lagaj001,8,1,bottom,30,6,219,74,0.3378995434,R,R,33.898305085,26.03,25,190,76,0.4,L
ATL201904160,kellc002,8,1,bottom,24,3,210,74,0.3523809524,R,R,11.428571429,15.38,25,190,76,0.4,L
COL201904090,desmi001,5,1,mid,33,10,217,75,0.3456221198,R,R,23.603603604,26.39,25,190,76,0.4,L
ATL201906140,hernc005,8,0,bottom,29,6,195,70,0.358974359,B,R,25.289256198,27.62,25,190,76,0.4,L
MIN201908070,cruzn002,3,0,top,39,14,230,74,0.3217391304,R,R,25.626204239,27.44,25,190,76,0.4,L
COL201904090,arenn001,3,1,top,27,6,215,74,0.3441860465,R,R,29.661016949,29.12,25,190,76,0.4,L
PHI201907270,quinr003,9,0,bottom,26,3,175,70,0.4,B,R,25.954198473,26.06,25,190,76,0.4,L
SFN201905220,willm008,7,0,bottom,28,4,237,76,0.3206751055,R,R,21.276595745,22.22,25,190,76,0.4,L
SFN201905220,pillk001,5,1,mid,30,6,200,72,0.36,R,R,25.1953125,26.11,25,190,76,0.4,L
ATL201909050,sotoj001,4,1,mid,20,1,220,73,0.3318181818,L,L,29.22705314,29.23,25,190,76,0.4,L
BOS201906250,hernm003,8,1,bottom,26,3,212,72,0.3396226415,L,R,0,28.44,25,215,72,0.3348837209,R
CHA201909240,freem002,9,1,bottom,32,3,195,72,0.3692307692,L,R,0,13.41,25,215,72,0.3348837209,R
BOS201906250,martj006,4,1,mid,31,8,230,75,0.3260869565,R,R,33.040421793,29.23,25,215,72,0.3348837209,R
BOS201906250,bogax001,3,1,top,26,6,218,74,0.3394495413,R,R,28.849902534,28.39,25,215,72,0.3348837209,R
BOS201906250,chavm001,7,1,bottom,23,0,210,70,0.3333333333,R,R,0,,25,215,72,0.3348837209,R
BOS201906250,vazqc001,6,1,mid,28,5,205,69,0.3365853659,R,R,20.717131474,24.62,25,215,72,0.3348837209,R
BOS201906250,bradj001,5,0,mid,29,6,196,70,0.3571428571,L,R,23.417721519,23.80,25,215,72,0.3348837209,R
BOS201906250,nunee002,9,0,bottom,32,9,195,72,0.3692307692,R,R,26.458333333,27.87,25,215,72,0.3348837209,R
BOS201906250,dever001,2,1,top,22,2,240,72,0.3,L,R,24,25.45,25,215,72,0.3348837209,R
BOS201906250,bettm001,1,1,top,26,5,180,69,0.3833333333,R,R,34.615384615,30.28,25,215,72,0.3348837209,R
CHA201909240,puigy001,4,1,mid,28,6,240,74,0.3083333333,R,R,26.666666667,27.89,25,215,72,0.3348837209,R
CHA201909240,santc002,3,0,top,33,9,210,71,0.3380952381,B,R,22.857142857,24.66,25,215,72,0.3348837209,R
CHA201909240,lindf001,1,1,top,25,4,190,71,0.3736842105,B,R,27.685325265,28.84,25,215,72,0.3348837209,R
CHA201909240,merco003,2,1,top,24,0,197,74,0.3756345178,R,R,0,,25,215,72,0.3348837209,R
CHA201909240,perer003,8,1,bottom,30,5,220,71,0.3227272727,R,R,16.759776536,20.54,25,215,72,0.3348837209,R
CHA201909240,luplj001,5,0,mid,25,2,195,73,0.3743589744,R,R,18.47826087,19.41,25,215,72,0.3348837209,R
CHA201909240,reyef001,7,1,bottom,24,1,265,77,0.2905660377,R,R,27.969348659,27.97,25,215,72,0.3348837209,R
CHA201909240,ramij003,6,1,mid,27,6,190,69,0.3631578947,B,R,26.989619377,28.49,25,215,72,0.3348837209,R
MIA201906260,roblv001,6,1,mid,22,2,205,72,0.3512195122,R,R,28.813559322,27.71,23,198,74,0.3737373737,R
ARI201908190,tapir001,5,1,mid,25,3,175,75,0.4285714286,L,L,20,27.35,24,198,74,0.3737373737,R
MIA201907300,keplm001,1,1,top,26,4,225,76,0.3377777778,L,L,22.368421053,23.31,23,198,74,0.3737373737,R
SLN201906200,badeh001,8,1,bottom,25,2,210,72,0.3428571429,R,R,26.385224274,25.86,23,198,74,0.3737373737,R
ARI201909040,margm001,7,0,bottom,24,3,180,71,0.3944444444,R,R,24.528301887,25.37,24,198,74,0.3737373737,R
MIA201906260,adamm002,5,1,mid,30,7,245,75,0.306122449,L,R,23.85620915,26.60,23,198,74,0.3737373737,R
MIA201906260,sotoj001,4,0,mid,20,1,220,73,0.3318181818,L,L,29.22705314,29.23,23,198,74,0.3737373737,R
ARI201908070,seguj002,5,1,mid,29,7,220,70,0.3181818182,R,R,30.375426621,28.66,24,198,74,0.3737373737,R
SLN201906200,wongk001,7,1,bottom,28,6,185,67,0.3621621622,L,R,24.92917847,25.47,23,198,74,0.3737373737,R
MIA201906260,eatoa002,2,1,top,30,7,176,69,0.3920454545,L,L,30.094043887,28.66,23,198,74,0.3737373737,R
MIL201908240,spanc001,8,0,bottom,28,5,195,72,0.3692307692,L,R,23.489932886,25.80,24,198,74,0.3737373737,R
ARI201908070,hoskr001,2,0,top,26,2,245,76,0.3102040816,R,R,24.551971326,24.86,24,198,74,0.3737373737,R
LAN201907190,herne001,7,0,bottom,27,5,190,71,0.3736842105,R,R,25.621890547,24.23,23,198,74,0.3737373737,R
CHA201907240,moncy001,4,1,mid,24,3,225,74,0.3288888889,B,R,23.529411765,23.37,23,198,74,0.3737373737,R
ARI201908190,arenn001,3,1,top,28,6,215,74,0.3441860465,R,R,29.661016949,29.12,24,198,74,0.3737373737,R
ARI201908070,kings001,7,1,bottom,25,1,180,70,0.3888888889,R,R,22.566371681,22.57,24,198,74,0.3737373737,R
ARI201908300,taylc001,6,0,mid,29,5,196,73,0.3724489796,R,R,25.373134328,26.25,24,198,74,0.3737373737,R
MIA201907300,rosae001,4,1,mid,27,4,180,73,0.4055555556,L,R,28.801431127,28.00,23,198,74,0.3737373737,R
ARI201908070,harpb003,3,1,top,26,7,210,75,0.3571428571,L,R,24.909090909,27.89,24,198,74,0.3737373737,R
ARI201909040,hedga001,8,0,bottom,27,4,223,73,0.3273542601,R,R,23.102310231,21.03,24,198,74,0.3737373737,R
MIA201907300,gonzm002,7,0,bottom,30,7,205,73,0.356097561,B,R,24.744376278,26.36,23,198,74,0.3737373737,R
MIA201907300,garvm001,3,0,top,28,2,220,73,0.3318181818,R,R,26.821192053,25.86,23,198,74,0.3737373737,R
MIA201907300,polaj001,2,0,top,26,5,208,71,0.3413461538,B,R,28.80794702,27.21,23,198,74,0.3737373737,R
MIA201907300,buxtb001,8,1,bottom,25,4,190,74,0.3894736842,R,R,15.555555556,22.98,23,198,74,0.3737373737,R
COL201908130,blacc001,1,1,top,33,8,221,75,0.3393665158,L,L,29.073482428,30.24,24,198,74,0.3737373737,R
COL201908130,arenn001,3,0,top,28,6,215,74,0.3441860465,R,R,29.661016949,29.12,24,198,74,0.3737373737,R
COL201908130,dazay001,7,0,bottom,25,0,207,74,0.3574879227,R,R,0,,24,198,74,0.3737373737,R
COL201908130,mcmar001,6,1,mid,24,2,219,74,0.3378995434,L,R,23.20441989,22.50,24,198,74,0.3737373737,R
COL201908130,murpd006,4,1,mid,34,11,223,73,0.3273542601,L,R,29.87804878,29.93,24,198,74,0.3737373737,R
COL201908130,nuned001,8,1,bottom,24,0,212,73,0.3443396226,L,R,0,,24,198,74,0.3737373737,R
CHA201907240,mccaj001,6,1,mid,29,5,220,75,0.3409090909,R,R,22.014051522,23.96,23,198,74,0.3737373737,R
CHA201907240,abrej003,3,0,top,32,5,250,75,0.3,R,R,26.452905812,29.45,23,198,74,0.3737373737,R
MIA201907130,rosaa003,7,1,bottom,23,2,190,74,0.3894736842,R,R,25.631768953,25.45,23,198,74,0.3737373737,R
ARI201908190,hampg001,8,0,bottom,24,1,196,71,0.362244898,R,R,27.5,27.50,24,198,74,0.3737373737,R
NYN201909100,rosaa003,6,0,mid,23,2,190,74,0.3894736842,R,R,25.631768953,25.45,24,198,74,0.3737373737,R
CHA201907240,garcl004,1,1,top,28,6,185,68,0.3675675676,B,R,27.131782946,24.13,23,198,74,0.3737373737,R
